QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
196,Delete Duplicate Emails,delete-duplicate-emails,Easy,61.550416441856285,False,database,database
197,Rising Temperature,rising-temperature,Easy,46.848927175894254,False,database,database
198,House Robber,house-robber,Medium,50.85407252862222,False,"array,dynamic-programming",algorithms
199,Binary Tree Right Side View,binary-tree-right-side-view,Medium,62.82347065346185,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
200,Number of Islands,number-of-islands,Medium,58.54233376665031,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,46.74437447059257,False,bit-manipulation,algorithms
202,Happy Number,happy-number,Easy,55.886968088850665,False,"hash-table,math,two-pointers",algorithms
203,Remove Linked List Elements,remove-linked-list-elements,Easy,48.34278753823173,False,"linked-list,recursion",algorithms
204,Count Primes,count-primes,Medium,33.49224053128892,False,"array,math,enumeration,number-theory",algorithms
205,Isomorphic Strings,isomorphic-strings,Easy,43.697837102723646,False,"hash-table,string",algorithms
206,Reverse Linked List,reverse-linked-list,Easy,75.73646159178433,False,"linked-list,recursion",algorithms
207,Course Schedule,course-schedule,Medium,46.559016113348726,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,64.69875620078501,False,"hash-table,string,design,trie",algorithms
209,Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,46.83579938508839,False,"array,binary-search,sliding-window,prefix-sum",algorithms
210,Course Schedule II,course-schedule-ii,Medium,50.07391321010207,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,44.955544719680574,False,"string,depth-first-search,design,trie",algorithms
212,Word Search II,word-search-ii,Hard,36.23789463670587,False,"array,string,backtracking,trie,matrix",algorithms
213,House Robber II,house-robber-ii,Medium,41.837930231295566,False,"array,dynamic-programming",algorithms
214,Shortest Palindrome,shortest-palindrome,Hard,33.22322924354506,False,"string,rolling-hash,string-matching,hash-function",algorithms
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,66.78770919887644,False,"array,divide-and-conquer,sorting,heap-priority-queue,quickselect",algorithms
216,Combination Sum III,combination-sum-iii,Medium,69.34057400016499,False,"array,backtracking",algorithms
217,Contains Duplicate,contains-duplicate,Easy,61.429531476590284,False,"array,hash-table,sorting",algorithms
218,The Skyline Problem,the-skyline-problem,Hard,42.56213683702801,False,"array,divide-and-conquer,binary-indexed-tree,segment-tree,line-sweep,heap-priority-queue,ordered-set",algorithms
219,Contains Duplicate II,contains-duplicate-ii,Easy,44.648365442562834,False,"array,hash-table,sliding-window",algorithms
220,Contains Duplicate III,contains-duplicate-iii,Hard,22.669043018491102,False,"array,sliding-window,sorting,bucket-sort,ordered-set",algorithms
221,Maximal Square,maximal-square,Medium,46.28317410045885,False,"array,dynamic-programming,matrix",algorithms
222,Count Complete Tree Nodes,count-complete-tree-nodes,Easy,64.48111648660499,False,"binary-search,bit-manipulation,tree,binary-tree",algorithms
223,Rectangle Area,rectangle-area,Medium,46.00693710973477,False,"math,geometry",algorithms
224,Basic Calculator,basic-calculator,Hard,43.200302023323346,False,"math,string,stack,recursion",algorithms
225,Implement Stack using Queues,implement-stack-using-queues,Easy,63.25639804441917,False,"stack,design,queue",algorithms
226,Invert Binary Tree,invert-binary-tree,Easy,76.6353128708423,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
227,Basic Calculator II,basic-calculator-ii,Medium,43.346910649916424,False,"math,string,stack",algorithms
228,Summary Ranges,summary-ranges,Easy,50.31185728551905,False,array,algorithms
229,Majority Element II,majority-element-ii,Medium,51.14396409308881,False,"array,hash-table,sorting,counting",algorithms
230,Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium,72.15251320928832,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
231,Power of Two,power-of-two,Easy,47.70137989946572,False,"math,bit-manipulation,recursion",algorithms
232,Implement Queue using Stacks,implement-queue-using-stacks,Easy,66.02875960922783,False,"stack,design,queue",algorithms
233,Number of Digit One,number-of-digit-one,Hard,34.43695106046558,False,"math,dynamic-programming,recursion",algorithms
234,Palindrome Linked List,palindrome-linked-list,Easy,51.749113249434245,False,"linked-list,two-pointers,stack,recursion",algorithms
235,Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,Medium,64.27348740998606,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
236,Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium,61.637705332885574,False,"tree,depth-first-search,binary-tree",algorithms
237,Delete Node in a Linked List,delete-node-in-a-linked-list,Medium,78.10330475238999,False,linked-list,algorithms
238,Product of Array Except Self,product-of-array-except-self,Medium,65.28415814935124,False,"array,prefix-sum",algorithms
239,Sliding Window Maximum,sliding-window-maximum,Hard,46.52960117025132,False,"array,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
240,Search a 2D Matrix II,search-a-2d-matrix-ii,Medium,52.35285004752409,False,"array,binary-search,divide-and-conquer,matrix",algorithms
241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium,65.21719341683658,False,"math,string,dynamic-programming,recursion,memoization",algorithms
242,Valid Anagram,valid-anagram,Easy,64.28846842843812,False,"hash-table,string,sorting",algorithms
243,Shortest Word Distance,shortest-word-distance,Easy,65.25198118837291,True,"array,string",algorithms
244,Shortest Word Distance II,shortest-word-distance-ii,Medium,61.11415716566415,True,"array,hash-table,two-pointers,string,design",algorithms
245,Shortest Word Distance III,shortest-word-distance-iii,Medium,58.36091467135729,True,"array,string",algorithms
246,Strobogrammatic Number,strobogrammatic-number,Easy,47.67961979312273,True,"hash-table,two-pointers,string",algorithms
247,Strobogrammatic Number II,strobogrammatic-number-ii,Medium,52.06450700024092,True,"array,string,recursion",algorithms
248,Strobogrammatic Number III,strobogrammatic-number-iii,Hard,42.08853048674363,True,"array,string,recursion",algorithms
249,Group Shifted Strings,group-shifted-strings,Medium,65.33540143033748,True,"array,hash-table,string",algorithms
250,Count Univalue Subtrees,count-univalue-subtrees,Medium,56.29857876686685,True,"tree,depth-first-search,binary-tree",algorithms
251,Flatten 2D Vector,flatten-2d-vector,Medium,49.41913624471088,True,"array,two-pointers,design,iterator",algorithms
252,Meeting Rooms,meeting-rooms,Easy,57.91492653209293,True,"array,sorting",algorithms
253,Meeting Rooms II,meeting-rooms-ii,Medium,51.05258021876635,True,"array,two-pointers,greedy,sorting,heap-priority-queue,prefix-sum",algorithms
